10.4 53.6 -19.2
9.59997 60 -17.6
8.79998 60 -19.2
8.79998 59.2 -19.2
9.59997 60.8 -16.8
-4.0001 52.8 -19.2
-4.0001 52 -18.4
-4.00005 51.2 -19.2
-4.00005 52 -20
-4.0001 50.4 -19.2
-4.0001 49.6 -18.4
-4.0001 48.8 -19.2
-4.00005 48 -19.2
-4.00005 47.2 -20
-4.00005 46.4 -20.8
-4.00005 48 -20.8
-4.00005 46.4 -19.2
-4.80006 45.6 -19.2
-4.80006 44.8 -19.2
-4.80006 44 -18.4
-4.0001 48.8 -17.6
-4.8001 48 -17.6
-4.8001 47.2 -18.4
-4.80006 46.4 -17.6
-4.8001 45.6 -17.6
-4.8001 44.8 -17.6
-4.8001 47.2 -16.8
-5.60011 46.4 -16
-6.40008 45.6 -16
-5.60011 44.8 -16
-5.60011 44 -16.8
-5.60011 43.2 -17.6
-4.8001 42.4 -18.4
-4.80006 41.6 -19.2
-4.80006 42.4 -20
-4.80006 40.8 -19.2
-4.80006 43.2 -19.2
-4.8001 41.6 -17.6
-4.8001 40.8 -17.6
-5.60011 40 -18.4
-5.60007 39.2 -18.4
-6.40008 43.2 -16
-6.40008 42.4 -16
-5.60011 41.6 -16
-5.60011 40.8 -16
-5.60011 40 -16
-6.40008 39.2 -16
-5.60011 38.4 -16
-5.60011 37.6 -16
-6.40008 36.8 -16.8
-6.40008 36 -16.8
-6.40008 35.2 -16.8
-6.40008 34.4 -16.8
-6.40008 33.6 -16.8
-7.20007 32.8 -17.6
-6.40008 36.8 -15.2
-6.40008 36 -15.2
-6.40008 35.2 -15.2
-6.40008 34.4 -15.2
-7.20007 33.6 -15.2
-6.40008 32.8 -15.2
-6.40008 31.2 -15.2
-6.40008 30.4 -15.2
-6.40006 35.2 -18.4
-6.40006 36 -19.2
-5.60007 36.8 -18.4
-5.60007 37.6 -17.6
-5.60011 38.4 -17.6
-4.80006 39.2 -16.8
-7.20007 42.4 -14.4
-6.40008 44 -15.2
-4.8001 51.2 -17.6
-4.8001 50.4 -16.8
-4.8001 49.6 -16.8
-4.8001 48 -16
-4.0001 52.8 -17.6
-4.0001 55.2 -16.8
-4.0001 54.4 -16.8
3.19997 53.6 -16.8
3.19996 52.8 -17.6
3.19997 54.4 -17.6
3.19997 55.2 -16.8
3.19997 56 -17.6
3.19997 55.2 -18.4
3.19997 54.4 -19.2
3.19996 56.8 -17.6
3.19997 57.6 -17.6
3.19997 56.8 -16
3.19997 56 -16
3.99998 55.2 -16
3.99998 54.4 -16
3.99998 53.6 -15.2
3.99998 52.8 -15.2
3.99998 52 -15.2
3.99998 51.2 -15.2
3.19997 56 -19.2
3.19997 55.2 -20
2.39997 54.4 -20.8
2.39997 53.6 -21.6
2.39997 53.6 -20
3.19996 56.8 -19.2
2.39996 57.6 -19.2
3.19996 58.4 -20
2.39996 59.2 -19.2
3.19996 60 -18.4
2.39996 57.6 -20.8
3.19997 56.8 -20.8
3.19997 56 -20.8
3.19996 52 -16.8
3.19997 52.8 -16
3.19997 51.2 -16
3.99998 50.4 -16
3.19996 50.4 -17.6
3.19997 49.6 -17.6
3.19996 49.6 -18.4
3.19997 48.8 -18.4
3.19996 51.2 -17.6
3.19996 52 -18.4
3.19996 52.8 -19.2
2.39997 53.6 -18.4
3.19996 51.2 -19.2
3.19996 50.4 -19.2
3.19996 52 -20
2.39999 52 -20.8
3.19997 52 -21.6
3.19996 51.2 -20.8
3.19997 50.4 -20.8
3.19996 49.6 -20
3.19996 48.8 -20
3.19996 48 -19.2
3.19997 48 -18.4
3.19997 47.2 -18.4
3.19993 47.2 -20
3.19996 48 -20.8
3.19997 47.2 -21.6
3.19996 48.8 -21.6
2.39996 49.6 -21.6
3.19993 46.4 -20
3.19993 45.6 -20
3.19994 44.8 -20
3.19993 46.4 -18.4
3.99998 45.6 -18.4
3.99998 44.8 -18.4
3.19993 44 -19.2
3.19993 43.2 -19.2
3.19993 42.4 -19.2
3.19997 41.6 -19.2
3.19997 40.8 -19.2
2.39997 40 -19.2
3.19993 36.8 -18.4
3.19993 36 -18.4
3.99998 43.2 -17.6
3.99998 42.4 -17.6
3.99998 41.6 -18.4
3.99998 40.8 -18.4
3.99998 40 -18.4
3.19997 39.2 -18.4
3.99998 39.2 -17.6
3.99998 38.4 -17.6
3.99998 37.6 -17.6
3.99998 44 -16.8
4.79998 43.2 -16
4.79998 42.4 -16
4.79998 41.6 -16.8
4.79998 40.8 -16.8
3.99998 40 -16.8
4.79998 36.8 -17.6
4.79998 36 -17.6
3.99998 35.2 -17.6
4.79998 35.2 -16.8
4.79998 34.4 -17.6
4.79998 36 -16
4.79998 36.8 -16
4.79998 36 -15.2
4.79998 35.2 -15.2
4.79998 34.4 -16
4.79998 33.6 -16
4.79998 33.6 -16.8
4.79998 32.8 -16.8
3.99998 32 -16.8
3.99998 31.2 -17.6
3.19996 32 -18.4
3.19996 32.8 -18.4
3.99998 33.6 -18.4
3.99998 32.8 -17.6
3.99998 34.4 -18.4
3.99998 31.2 -16
3.99998 30.4 -16.8
3.99998 29.6 -16
4.79998 28.8 -16
4.79998 31.2 -13.6
4.79998 30.4 -14.4
4.79998 29.6 -14.4
4.79998 28.8 -14.4
4.79998 36.8 -14.4
3.99998 44.8 -16
-5.60011 69.6 -12
-5.60007 70.4 -12.8
-8.8001 68.8 -14.4
-8.8001 68 -14.4
-8.8001 67.2 -14.4
-9.60011 66.4 -14.4
-9.60011 65.6 -14.4
-9.60011 64.8 -15.2
-9.60011 64 -16
-9.60011 63.2 -16
-9.60011 62.4 -16.8
-9.60011 61.6 -16.8
-11.2 60.8 -16.8
-11.2 60 -16
-12 59.2 -16
-11.2 58.4 -16.8
-12 57.6 -16.8
-12 56.8 -16.8
-12.8 56 -16.8
-12.8 55.2 -16.8
-12 54.4 -16.8
-12.8 53.6 -17.6
-12.8 52.8 -17.6
-13.6 52 -17.6
-12.8 51.2 -17.6
-13.6 50.4 -17.6
-13.6 49.6 -17.6
-13.6 48.8 -16.8
-12.8 57.6 -15.2
-13.6 56.8 -15.2
-13.6 56 -15.2
-14.4 55.2 -15.2
-13.6 54.4 -15.2
-14.4 53.6 -15.2
-14.4 52.8 -16
-14.4 52 -16
-14.4 51.2 -16
-14.4 50.4 -16
-14.4 49.6 -16
-12 58.4 -14.4
-10.4 50.4 -20
-10.4 49.6 -20
-11.2 51.2 -19.2
-12 52 -18.4
-11.2 52.8 -19.2
-11.2 52 -20
-11.2 53.6 -20
-12 50.4 -19.2
-12 49.6 -19.2
-11.2 48.8 -19.2
-12.8 48.8 -18.4
-12.8 48 -18.4
-12.8 47.2 -18.4
-12.8 46.4 -18.4
-12.8 45.6 -18.4
-12.8 44.8 -18.4
-13.6 44 -18.4
-12.8 43.2 -18.4
-12 43.2 -19.2
-12 42.4 -19.2
-12 41.6 -19.2
-13.6 42.4 -18.4
-13.6 41.6 -18.4
-13.6 40.8 -18.4
-13.6 40 -18.4
-12.8 39.2 -18.4
-13.6 36 -18.4
-21.6 30.4 -38.4
-41.6 -14.4 -30.4
-41.6 -15.2 -31.2
-40.8 -16 -30.4
-40 -21.6 -31.2
-40.8 -22.4 -31.2
-42.4 -20.8 -31.2
-43.2 -20 -31.2
-42.4 -20 -30.4
-42.4 -19.2 -30.4
-43.2 -18.4 -30.4
-44 -19.2 -31.2
-42.4 -17.6 -30.4
-43.2 -16.8 -30.4
-40.8 -23.2 -31.2
-42.4 -13.6 -29.6
-42.4 -12.8 -30.4
-42.4 -12 -29.6
-43.2 -12.8 -29.6
-44 -12 -28.8
-43.2 -14.4 -29.6
-44 -14.4 -30.4
-44 -13.6 -30.4
-44.8 -15.2 -30.4
-43.2 -15.2 -28.8
-46.4 -15.2 -28.8
-46.4 -15.2 -30.4
-46.4 -14.4 -30.4
-46.4 -16 -28.8
-45.6 -16.8 -30.4
-44.8 -17.6 -30.4
-48 -14.4 -29.6
-48.8 -15.2 -29.6
-48 -16 -29.6
-50.4 -14.4 -29.6
-50.4 -13.6 -29.6
-48.8 -13.6 -28.8
-50.4 -12.8 -28.8
-51.2 -12 -28.8
-52 -12.8 -29.6
-56.8 -17.6 -28
-56.8 -18.4 -28
-52.8 -12 -29.6
-12 44 -19.2
-11.2 44.8 -19.2
-11.2 45.6 -19.2
-11.2 46.4 -20
-11.2 47.2 -19.2
-11.2 48 -19.2
-9.60011 70.4 -13.6
-9.60011 72 -13.6
-9.60011 72.8 -13.6
-28.8 75.2 -0.800011
-29.6 74.4 -1.60001
-30.4 74.4 -2.40001
-30.4 73.6 -2.40001
-31.2 72.8 -2.40001
-32 72 -2.40001
-33.6 67.2 -5.60001
-33.6 66.4 -5.60001
-33.6 65.6 -5.60001
-32.8 65.6 -4.80001
-33.6 64.8 -6.40001
-33.6 64 -6.40001
-33.6 63.2 -6.40001
-32.8 62.4 -7.20001
-32.8 61.6 -7.20001
-32.8 60.8 -7.20001
-32.8 60 -8.00001
-32.8 59.2 -8.00001
-32 60 -6.40001
-32 59.2 -6.40001
-32 58.4 -7.20001
-32.8 57.6 -7.20001
-32.8 56.8 -7.20001
-32.8 56 -7.20001
-33.6 56.8 -8.80001
-33.6 64.8 -4.80001
-32.8 64 -4.80001
-32.8 63.2 -4.80001
-32.8 62.4 -5.60001
-32.8 61.6 -5.60001
-32.8 60.8 -5.60001
-31.2 73.6 -3.20001
-32 72.8 -4.00001
-32 71.2 -5.60001
-32 70.4 -5.60001
info
numpoints 682
useRealRAS 0
